area,name,abbrev,year,alldeaths_inpatient_age75,estimated_potential,eligible,donors,organs,potential_pct,eligible_per_100potential,donors_per_100potential,organs_per_100potential,tx_per_100potential,organ_potential,organ_share,conversion_rate,collabrate,alldonors,allorgans,alltx,dcdorgans,dbdorgans,dbddonors,dcddonors,dbddonor_pct,dcddonor_pct,dbdorgan_pct,dcdorgan_pct,dbdtx,dcdtx,dbdtx_pct,dcdtx_pct,seq
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2011,5095,351,146,124,472,7,42,35,135,110,962,49,71,74,124,472,124,40,432,110,14,89,11,92,8,110,14,89,11,409
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2012,5006,326,147,142,533,7,45,44,163,132,887,60,76,80,142,533,142,56,477,123,19,87,13,89,11,123,19,87,13,410
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2013,5011,318,134,138,442,6,42,43,139,101,872,51,64,74,138,442,138,69,373,113,25,82,18,84,16,113,25,82,18,411
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2014,5141,344,149,147,469,7,43,43,137,106,943,50,70,77,147,469,147,64,405,123,24,84,16,86,14,123,24,84,16,412
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2015,5041,364,171,152,541,7,47,42,148,119,995,54,73,76,152,541,152,53,488,132,20,87,13,90,10,132,20,87,13,413
 MDPC-OP1 The Living Legacy Foundation of MD,The Living Legacy Foundation of MD,MDPC,2016,5130,376,203,188,669,7,54,50,178,143,1026,65,76,79,188,669,188,67,602,166,22,88,12,90,10,166,22,88,12,414
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,1999,16915,886,,186,660,5,,21,74,65,2485,27,,,186,660,186,0,660,186,0,100,0,100,0,186,0,100,0,415
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2000,16653,861,,195,698,5,,23,81,70,2401,29,,,195,698,195,2,696,194,1,99,1,100,0,194,1,99,1,416
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2001,16315,839,,214,732,5,,26,87,77,2343,31,,,214,732,214,9,723,210,4,98,2,99,1,210,4,98,2,417
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2002,16241,803,,226,768,5,,28,96,84,2233,34,,,226,768,226,15,753,220,6,97,3,98,2,220,6,97,3,418
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2003,15480,801,,211,688,5,,26,86,74,2221,31,,,211,688,211,12,676,206,5,98,2,98,2,206,5,98,2,419
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2004,14633,797,,276,913,5,,35,115,98,2213,41,,,276,913,276,41,872,263,13,95,5,96,4,263,13,95,5,420
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2005,14885,811,,269,963,5,,33,119,98,2237,43,,,269,963,269,45,918,255,14,95,5,95,5,255,14,95,5,421
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2006,14566,743,,291,1057,5,,39,142,121,2054,51,,,291,1057,291,84,973,260,31,89,11,92,8,260,31,89,11,422
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2007,14622,781,,301,1040,5,,39,133,112,2158,48,,,301,1040,301,119,921,248,53,82,18,89,11,248,53,82,18,423
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2008,14866,824,315,320,1091,6,38,39,132,112,2275,48,,,320,1091,320,207,884,231,89,72,28,81,19,231,89,72,28,424
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2009,14317,791,272,283,1017,6,34,36,129,109,2180,47,,,283,1017,283,132,885,226,57,80,20,87,13,226,57,80,20,425
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2010,14305,838,249,289,994,6,30,34,119,94,2315,43,,,289,994,289,196,798,207,82,72,28,80,20,207,82,72,28,426
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2011,14594,858,254,266,937,6,30,31,109,92,2360,40,73,79,266,937,266,138,799,209,57,79,21,85,15,209,57,79,21,427
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2012,14206,825,259,261,902,6,31,32,109,94,2281,40,74,80,261,902,261,128,774,203,58,78,22,86,14,203,58,78,22,428
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2013,14460,842,281,283,1063,6,33,34,126,109,2330,46,67,75,283,1063,283,186,877,201,82,71,29,83,17,201,82,71,29,429
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2014,14575,810,279,254,930,6,34,31,115,98,2244,41,73,77,254,930,254,106,824,210,44,83,17,89,11,210,44,83,17,430
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2015,14711,844,286,285,1027,6,34,34,122,104,2331,44,69,76,285,1027,285,183,844,211,74,74,26,82,18,211,74,74,26,431
 MIOP-OP1 Gift of Life Michigan,Gift of Life Michigan,MIOP,2016,14730,870,270,299,1033,6,31,34,119,101,2417,43,74,81,299,1033,299,214,819,211,88,71,29,79,21,211,88,71,29,432
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,1999,7974,437,,150,632,5,,34,145,133,1227,52,,,150,632,150,0,632,150,0,100,0,100,0,150,0,100,0,433
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2000,7851,434,,160,631,6,,37,145,129,1222,52,,,160,631,160,0,631,160,0,100,0,100,0,160,0,100,0,434
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2001,7814,428,,148,578,5,,35,135,117,1197,48,,,148,578,148,0,578,148,0,100,0,100,0,148,0,100,0,435
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2002,7633,431,,145,580,6,,34,135,117,1199,48,,,145,580,145,0,580,145,0,100,0,100,0,145,0,100,0,436
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2003,7364,439,,149,599,6,,34,137,125,1220,49,,,149,599,149,0,599,149,0,100,0,100,0,149,0,100,0,437
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2004,6974,427,,147,590,6,,34,138,126,1184,50,,,147,590,147,3,587,146,1,99,1,99,1,146,1,99,1,438
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2005,7009,439,,181,699,6,,41,159,137,1212,58,,,181,699,181,27,672,173,8,96,4,96,4,173,8,96,4,439
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2006,7014,445,,174,687,6,,39,155,136,1225,56,,,174,687,174,48,639,156,18,90,10,93,7,156,18,90,10,440
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2007,7021,431,,144,561,6,,33,130,118,1189,47,,,144,561,144,29,532,133,11,92,8,95,5,133,11,92,8,441
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2008,7229,435,171,147,535,6,39,34,123,109,1200,45,,,147,535,147,57,478,128,19,87,13,89,11,128,19,87,13,442
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2009,7163,488,196,175,648,7,40,36,133,119,1346,48,,,175,648,175,53,595,158,17,90,10,92,8,158,17,90,10,443
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2010,6877,467,162,149,569,7,35,32,122,107,1287,44,,,149,569,149,59,510,130,19,87,13,90,10,130,19,87,13,444
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2011,7127,518,165,160,597,7,32,31,115,102,1426,42,76,80,160,597,160,76,521,136,24,85,15,87,13,136,24,85,15,445
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2012,7076,507,161,153,553,7,32,30,109,92,1394,40,71,77,153,553,153,70,483,129,24,84,16,87,13,129,24,84,16,446
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2013,7142,431,141,133,539,6,33,31,125,114,1197,45,78,81,133,539,133,42,497,119,14,89,11,92,8,119,14,89,11,447
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2014,7325,501,152,150,585,7,30,30,117,100,1389,42,74,79,150,585,150,89,496,123,27,82,18,85,15,123,27,82,18,448
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2015,7578,498,138,154,580,7,28,31,117,99,1377,42,73,81,154,580,154,115,465,115,39,75,25,80,20,115,39,75,25,449
 MNOP-OP1 LifeSource Upper Midwest OPO,LifeSource Upper Midwest OPO,MNOP,2016,7748,554,172,179,665,7,31,32,120,106,1537,43,71,78,179,665,179,137,528,129,50,72,28,79,21,129,50,72,28,450
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,1999,8872,450,,102,348,5,,23,77,65,1278,27,,,102,348,102,0,345,101,0,99,0,99,0,101,0,99,0,451
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2000,8604,462,,110,397,5,,24,86,79,1297,31,,,110,397,110,0,397,110,0,100,0,100,0,110,0,100,0,452
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2001,8335,445,,107,389,5,,24,87,79,1248,31,,,107,389,107,6,383,104,3,97,3,98,2,104,3,97,3,453
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2002,8548,437,,94,349,5,,22,80,72,1225,28,,,94,349,94,10,339,91,3,97,3,97,3,91,3,97,3,454
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2003,8123,393,,107,351,5,,27,89,77,1106,32,,,107,351,107,10,341,103,4,96,4,97,3,103,4,96,4,455
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2004,7871,439,,112,362,6,,26,83,72,1223,30,,,112,362,112,25,337,103,9,92,8,93,7,103,9,92,8,456
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2005,7752,449,,141,459,6,,31,102,88,1245,37,,,141,459,141,23,436,133,8,94,6,95,5,133,8,94,6,457
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2006,7690,443,,140,489,6,,32,110,96,1222,40,,,140,489,140,42,447,123,17,88,12,91,9,123,17,88,12,458
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2007,7561,468,,153,548,6,,33,117,106,1290,42,,,153,548,153,50,498,134,19,88,12,91,9,134,19,88,12,459
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2008,8013,465,171,144,550,6,37,31,118,98,1294,43,,,144,550,144,44,506,130,14,90,10,92,8,130,14,90,10,460
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2009,7700,466,173,168,576,6,37,36,124,109,1291,45,,,168,576,168,43,533,150,18,89,11,93,7,150,18,89,11,461
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2010,7418,450,167,154,550,6,37,34,122,111,1248,44,,,154,550,154,31,519,141,13,92,8,94,6,141,13,92,8,462
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2011,7283,497,168,155,593,7,34,31,119,112,1367,43,81,83,155,593,155,44,549,138,17,89,11,93,7,138,17,89,11,463
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2012,7234,459,196,165,618,6,43,36,135,122,1268,49,69,73,165,618,165,51,567,145,20,88,12,92,8,145,20,88,12,464
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2013,7165,416,166,161,556,6,40,39,134,122,1148,48,79,82,161,556,161,56,500,138,23,86,14,90,10,138,23,86,14,465
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2014,7412,478,176,159,595,6,37,33,124,112,1320,45,74,78,159,595,159,53,542,137,22,86,14,91,9,137,22,86,14,466
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2015,7499,475,245,190,664,6,52,40,140,130,1311,51,66,69,190,664,190,51,613,168,22,88,12,92,8,168,22,88,12,467
 MOMA-OP1 Mid-America Transplant Svcs,Mid-America Transplant Svcs,MOMA,2016,7616,509,189,180,617,7,37,35,121,108,1396,44,74,79,180,617,180,62,555,151,29,84,16,90,10,151,29,84,16,468
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,1999,5742,311,,45,148,5,,14,48,43,865,17,,,45,148,45,0,148,45,0,100,0,100,0,45,0,100,0,469
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2000,5697,353,,52,169,6,,15,48,41,977,17,,,52,169,52,0,169,52,0,100,0,100,0,52,0,100,0,470
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2001,5619,335,,47,171,6,,14,51,45,934,18,,,47,171,47,0,171,47,0,100,0,100,0,47,0,100,0,471
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2002,5561,326,,60,191,6,,18,59,44,907,21,,,60,191,60,0,191,60,0,100,0,100,0,60,0,100,0,472
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2003,5540,301,,55,204,5,,18,68,61,834,24,,,55,204,55,0,204,55,0,100,0,100,0,55,0,100,0,473
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2004,5196,302,,50,169,6,,17,56,48,838,20,,,50,169,50,0,169,50,0,100,0,100,0,50,0,100,0,474
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2005,5271,325,,78,252,6,,24,77,65,893,28,,,78,252,78,0,252,78,0,100,0,100,0,78,0,100,0,475
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2006,5042,295,,65,204,6,,22,69,57,810,25,,,65,204,65,0,204,65,0,100,0,100,0,65,0,100,0,476
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2007,4966,277,,66,233,6,,24,84,71,765,30,,,66,233,66,7,226,63,3,95,5,97,3,63,3,95,5,477
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2008,5238,299,106,82,271,6,35,27,91,75,828,33,,,82,271,82,18,253,73,9,89,11,93,7,73,9,89,11,478
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2009,4922,296,110,78,286,6,37,26,97,86,814,35,,,78,286,78,2,284,77,1,99,1,99,1,77,1,99,1,479
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2010,5047,316,92,74,261,6,29,23,83,66,873,30,,,74,261,74,4,257,72,2,97,3,98,2,72,2,97,3,480
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2011,5047,307,79,72,265,6,26,23,86,79,843,31,75,78,72,265,72,7,258,69,3,96,4,97,3,69,3,96,4,481
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2012,5135,308,99,76,286,6,32,25,93,81,842,34,75,75,76,286,76,2,284,75,1,99,1,99,1,75,1,99,1,482
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2013,5357,309,76,70,264,6,25,23,85,74,860,31,78,80,70,264,70,18,246,63,7,90,10,93,7,63,7,90,10,483
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2014,5227,311,80,61,216,6,26,20,69,64,858,25,70,72,61,216,61,6,210,58,3,95,5,97,3,58,3,95,5,484
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2015,5345,323,91,68,232,6,28,21,72,61,893,26,59,65,68,232,68,15,217,61,7,90,10,94,6,61,7,90,10,485
 MSOP-OP1 Mississippi Organ Recovery Agency,Mississippi Organ Recovery Agency,MSOP,2016,5240,305,92,88,295,6,30,29,97,86,840,35,78,81,88,295,88,21,274,78,10,89,11,93,7,78,10,89,11,486
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,1999,9225,504,,104,389,5,,21,77,72,1415,27,,,104,389,104,4,385,102,2,98,2,99,1,102,2,98,2,487
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2000,8680,497,,110,432,6,,22,87,78,1395,31,,,110,432,110,2,430,109,1,99,1,100,0,109,1,99,1,488
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2001,8829,487,,117,459,6,,24,94,83,1360,34,,,117,459,117,4,455,115,2,98,2,99,1,115,2,98,2,489
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2002,8496,487,,118,478,6,,24,98,86,1354,35,,,118,478,118,11,467,113,5,96,4,98,2,113,5,96,4,490
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2003,8114,449,,120,439,6,,27,98,83,1248,35,,,120,439,120,8,431,117,3,98,3,98,2,117,3,98,3,491
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2004,7804,439,,154,578,6,,35,132,115,1221,47,,,154,578,154,86,492,126,28,82,18,85,15,126,28,82,18,492
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2005,7857,472,,169,602,6,,36,128,109,1301,46,,,169,602,169,100,502,136,33,80,20,83,17,136,33,80,20,493
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2006,7683,495,,201,715,6,,41,144,128,1368,52,,,201,715,201,70,645,177,24,88,12,90,10,177,24,88,12,494
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2007,7576,500,,195,683,7,,39,137,117,1380,50,,,195,683,195,68,615,169,26,87,13,90,10,169,26,87,13,495
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2008,7797,454,240,213,773,6,53,47,170,144,1254,62,,,213,773,213,73,700,188,25,88,12,91,9,188,25,88,12,496
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2009,7530,499,213,217,796,7,43,44,160,139,1367,58,,,217,796,217,79,717,183,34,84,16,90,10,183,34,84,16,497
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2010,7125,489,185,199,703,7,38,41,144,122,1346,52,,,199,703,199,82,621,161,38,81,19,88,12,161,38,81,19,498
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2011,7111,481,209,216,784,7,43,45,163,140,1322,59,80,84,216,784,216,83,701,179,37,83,17,89,11,179,37,83,17,499
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2012,7117,472,177,209,721,7,37,44,153,133,1302,55,81,86,209,721,209,110,611,158,51,76,24,85,15,158,51,76,24,500
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2013,7018,441,185,220,792,6,42,50,180,153,1212,65,82,87,220,792,220,123,669,169,51,77,23,84,16,169,51,77,23,501
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2014,7155,448,179,217,754,6,40,48,168,149,1233,61,77,84,217,754,217,121,633,162,55,75,25,84,16,162,55,75,25,502
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2015,7225,454,183,200,703,6,40,44,155,131,1252,56,73,80,200,703,200,102,601,153,47,77,24,85,15,153,47,77,24,503
 MWOB-OP1 Midwest Transplant Network,Midwest Transplant Network,MWOB,2016,7084,484,195,228,847,7,40,47,175,151,1330,64,81,86,228,847,228,136,711,172,56,75,25,84,16,172,56,75,25,504
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,1999,3883,235,,49,197,6,,21,84,75,656,30,,,49,197,49,0,197,49,0,100,0,100,0,49,0,100,0,505
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2000,3966,240,,48,169,6,,20,70,67,671,25,,,48,169,48,0,169,48,0,100,0,100,0,48,0,100,0,506
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2001,3825,219,,41,161,6,,19,74,69,612,26,,,41,161,41,3,158,40,1,98,2,98,2,40,1,98,2,507
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2002,3709,235,,43,137,6,,18,58,48,650,21,,,43,137,43,0,137,43,0,100,0,100,0,43,0,100,0,508
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2003,3759,221,,45,162,6,,20,73,65,616,26,,,45,162,45,0,162,45,0,100,0,100,0,45,0,100,0,509
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2004,3677,236,,52,176,6,,22,75,66,651,27,,,52,176,52,12,164,48,4,92,8,93,7,48,4,92,8,510
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2005,3683,230,,80,288,6,,35,125,109,632,46,,,80,288,80,3,285,79,1,99,1,99,1,79,1,99,1,511
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2006,3665,232,,92,355,6,,40,153,133,639,56,,,92,355,92,16,339,86,6,93,7,95,5,86,6,93,7,512
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2007,3654,235,,85,324,6,,36,138,120,646,50,,,85,324,85,24,300,76,9,89,11,93,7,76,9,89,11,513
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2008,3683,230,98,76,278,6,43,33,121,106,632,44,,,76,278,76,14,264,70,6,92,8,95,5,70,6,92,8,514
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2009,3542,233,86,76,307,7,37,33,132,118,639,48,,,76,307,76,18,289,70,6,92,8,94,6,70,6,92,8,515
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2010,3408,220,110,88,345,6,50,40,157,145,606,57,,,88,345,88,20,325,80,8,91,9,94,6,80,8,91,9,516
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2011,3288,225,91,83,315,7,41,37,140,122,617,51,74,78,83,315,83,35,280,70,13,84,16,89,11,70,13,84,16,517
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2012,3413,214,86,87,333,6,40,41,156,127,589,57,77,81,87,333,87,33,300,75,12,86,14,90,10,75,12,86,14,518
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2013,3358,235,84,84,308,7,36,36,131,110,648,48,73,79,84,308,84,26,282,73,11,87,13,92,8,73,11,87,13,519
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2014,3336,240,89,80,294,7,37,33,123,107,656,45,71,75,80,294,80,33,261,66,14,83,18,89,11,66,14,83,18,520
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2015,3609,248,91,79,320,7,37,32,129,118,682,47,74,77,79,320,79,28,292,67,12,85,15,91,9,67,12,85,15,521
 NCCM-IO1 LifeShare of the Carolinas,LifeShare of the Carolinas,NCCM,2016,3545,263,139,104,350,7,53,40,133,115,722,48,63,67,104,350,104,37,313,88,16,85,15,89,11,88,16,85,15,522
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,1999,12459,720,,98,383,6,,14,53,46,2027,19,,,98,383,98,9,371,93,4,95,4,97,2,93,4,95,4,523
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2000,12387,732,,119,481,6,,16,66,57,2056,23,,,119,481,119,0,481,119,0,100,0,100,0,119,0,100,0,524
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2001,12170,696,,114,426,6,,16,61,53,1951,22,,,114,426,114,5,420,111,2,97,2,99,1,111,2,97,2,525
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2002,11943,690,,118,463,6,,17,67,63,1933,24,,,118,463,118,5,458,116,2,98,2,99,1,116,2,98,2,526
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2003,12026,701,,127,488,6,,18,70,63,1950,25,,,127,488,127,17,471,120,7,94,6,97,3,120,7,94,6,527
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2004,11730,697,,140,518,6,,20,74,65,1932,27,,,140,518,140,21,497,132,8,94,6,96,4,132,8,94,6,528
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2005,11855,751,,164,606,6,,22,81,71,2085,29,,,164,606,164,40,566,149,15,91,9,93,7,149,15,91,9,529
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2006,12069,736,,158,587,6,,21,80,68,2038,29,,,158,587,158,25,562,148,10,94,6,96,4,148,10,94,6,530
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2007,12164,751,,171,586,6,,23,78,66,2076,28,,,171,586,171,77,509,141,30,82,18,87,13,141,30,82,18,531
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2008,11883,730,254,195,701,6,35,27,96,83,2021,35,,,195,701,195,58,643,171,24,88,12,92,8,171,24,88,12,532
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2009,11600,728,248,199,740,6,34,27,102,85,2005,37,,,199,740,199,60,680,177,22,89,11,92,8,177,22,89,11,533
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2010,11238,699,220,191,706,6,31,27,101,91,1931,37,,,191,706,191,56,650,165,26,86,14,92,8,165,26,86,14,534
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2011,11135,701,219,192,714,6,31,27,102,85,1928,37,67,72,192,714,192,87,627,153,39,80,20,88,12,153,39,80,20,535
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2012,10882,675,217,212,727,6,32,31,108,88,1865,39,70,77,212,727,212,118,609,163,49,77,23,84,16,163,49,77,23,536
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2013,10883,679,183,170,610,6,27,25,90,72,1877,33,64,72,170,610,170,97,513,127,43,75,25,84,16,127,43,75,25,537
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2014,11061,722,195,197,700,7,27,27,97,80,1984,35,69,77,197,700,197,118,582,145,52,74,26,83,17,145,52,74,26,538
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2015,11404,768,184,159,580,7,24,21,76,65,2116,27,66,72,159,580,159,78,502,123,36,77,23,87,13,123,36,77,23,539
 NCNC-OP1 Carolina Donor Services,Carolina Donor Services,NCNC,2016,11489,779,202,193,673,7,26,25,86,76,2144,31,69,75,193,673,193,110,563,144,49,75,25,84,16,144,49,75,25,540
